Linesink-maker version 0.1.1.post7.dev0+g73b4843

Making the lines...

Preprocessing...

zero-gradient adjustments:
comid, old_elevmax, old_elevmin, new_elevmax, new_elevmin, downcomid
13124590, 1101.90, 1101.90, 1101.90, 1101.8928871391076
13104299, 1081.36, 1081.36, 1081.36, 1081.3548293963254
12979753, 1449.64, 1449.64, 1449.64, 1449.6291076115485
12979761, 1449.64, 1437.17, 1449.63, 1437.1719160104988
12981089, 1429.79, 1429.79, 1429.79, 1429.7800262467192
12981185, 1429.79, 1380.68, 1429.78, 1380.6758530183727
13103031, 1081.50, 1081.50, 1081.50, 1081.4860629921259
13104321, 1081.36, 1081.36, 1081.36, 1081.3548293963254
12979743, 1465.06, 1465.06, 1465.06, 1465.0490551181101
12980271, 1465.06, 1465.06, 1465.05, 1465.05905511811
12980271, 1465.05, 1465.05, 1465.05, 1465.0390551181101
12980273, 1465.06, 1465.06, 1465.04, 1465.05905511811
12980273, 1465.04, 1465.04, 1465.04, 1465.0290551181101
12980275, 1465.06, 1461.32, 1465.03, 1461.3188976377953
12992903, 1375.56, 1375.56, 1375.56, 1375.5477427821522
12992957, 1432.38, 1432.38, 1432.38, 1432.3718897637796
13132361, 1362.34, 1362.34, 1362.34, 1362.3259580052493
14730016, 1498.29, 1498.29, 1498.29, 1498.2839632545931
13095384, 1300.66, 1300.66, 1300.66, 1300.6461679790027
13095378, 1300.66, 1285.89, 1300.65, 1285.8923884514436
12980263, 1483.04, 1483.04, 1483.04, 1483.028057742782
12980185, 1483.04, 1468.18, 1483.03, 1468.1758530183727
13103365, 1200.98, 1200.98, 1200.98, 1200.974251968504
13102909, 1200.98, 1169.29, 1200.97, 1169.291338582677
13398953, 1552.59, 1552.59, 1552.59, 1552.5818635170604
13102907, 1256.86, 1256.86, 1256.86, 1256.8469553805774
13102555, 1256.86, 1256.56, 1256.85, 1256.5616797900261
13132979, 1201.25, 1201.25, 1201.25, 1201.236719160105
13145235, 1362.34, 1362.34, 1362.34, 1362.3259580052493
13402931, 1552.59, 1552.59, 1552.59, 1552.5818635170604
14732860, 1329.17, 1329.17, 1329.17, 1329.1566666666668
12979749, 1465.72, 1465.72, 1465.72, 1465.7052230971128
12980277, 1465.72, 1465.06, 1465.71, 1465.05905511811
13104283, 1081.50, 1081.50, 1081.50, 1081.4860629921259
13104307, 1081.50, 1081.50, 1081.50, 1081.4860629921259
12993065, 1441.99, 1441.99, 1441.99, 1441.984750656168
13103361, 1229.95, 1229.95, 1229.95, 1229.9440682414697
13102897, 1229.95, 1227.69, 1229.94, 1227.6902887139108
13102969, 1203.67, 1203.67, 1203.67, 1203.6645406824148
13102987, 1203.67, 1166.17, 1203.66, 1166.1745406824148
13104989, 1081.50, 1081.50, 1081.50, 1081.4860629921259
13132153, 1329.33, 1329.33, 1329.33, 1329.3207086614173
13132661, 1329.33, 1311.25, 1329.32, 1311.253280839895
13097586, 1123.00, 1123.00, 1123.00, 1122.988687664042
12981137, 1334.51, 1334.51, 1334.51, 1334.504435695538
12981729, 1334.51, 1323.36, 1334.50, 1323.3595800524934
13132171, 1329.33, 1329.33, 1329.33, 1329.3207086614173
13132163, 1329.33, 1329.33, 1329.32, 1329.3307086614172
13132163, 1329.32, 1329.32, 1329.32, 1329.3107086614173
13132153, 1329.33, 1329.32, 1329.31, 1329.3207086614173
13132153, 1329.31, 1329.31, 1329.31, 1329.3007086614173
13132661, 1329.32, 1311.25, 1329.30, 1311.253280839895
14728666, 1475.39, 1475.39, 1475.39, 1475.3837007874015
12993071, 1441.99, 1441.99, 1441.99, 1441.984750656168
13133075, 1249.93, 1249.93, 1249.93, 1249.9243832020998
13132237, 1389.73, 1389.73, 1389.73, 1389.7209711286089
